advertiser_id,platform,location_at,latitude,longitude,altitude,horizontal_accuracy,vertical_accuracy,speed,publisher_id,model,day
23,1,1581128844,40.763606,-73.979611,25.8,65,0,-1,4,16,1
29,0,1581982692,40.7295904,-73.976893,-15.39999962,15.8,2.8999996,0,7,2,10
46,0,1582224329,40.777012,-73.9633512,0,16.7,0,0,4,1,13
4,0,1581339516,40.7669955,-73.983991,77.5,17.7,5.0999985,0,5,4,3
6,1,1581173991,40.739443,-73.98827,12.5,25,0,2.470000029,4,16,1
27,0,1582088358,40.804166,-73.9682873,0,32.4,-1,0,7,8,12
33,1,1581668825,40.786914,-73.943513,6.8,65,0,-1,4,14,7
9,1,1581940573,40.766665,-73.980366,29.6,65,0,-1,4,20,10
23,1,1581988677,40.777154,-73.975112,27.5,65,0,-1,4,16,11
28,0,1581865469,40.7121737,-73.9872753,-5.700000286,15.5,-1,0,0,6,9
36,1,1581730060,40.709966,-73.997595,6.4,65,0,-1,4,21,8
43,1,1582097268,40.75291887,-73.97489281,22.94000053,65,0,-1,4,16,12
24,1,1581480967,40.829213,-73.946123,37.3,65,0,-1,4,23,5
15,1,1581459451,40.848539,-73.937502,24.7,65,0,-1,4,26,4
0,1,1581631068,40.71622,-74.004607,12.7,65,0,-1,4,18,6
48,1,1581790397,40.769145,-73.951592,12,24.6,0,-1,4,23,8
36,1,1582242704,40.710043,-73.997596,6.5,65,0,-1,4,21,13
45,0,1581895158,40.7972953,-73.9486798,56.5,15.5,0,0,4,9,9
8,0,1581621181,40.7706416,-73.9546086,-22.29999924,16,-1,0.06664893,0,5,6
42,0,1581883775,40.7323764,-74.0008118,-29.10000038,15.9,-1,0,0,7,9
48,1,1582070602,40.769152,-73.951578,11.7,65,0,-1,4,23,12
46,0,1581431653,40.7878217,-73.9452842,0,28.9,0,0,4,1,4
25,1,1581545321,40.774796,-73.963109,22.6,65,0,-1,4,16,5
8,0,1581979048,40.7705594,-73.9545841,-21.29999924,15.3,-1,0,0,5,10
18,0,1581223634,40.7626606,-73.9492658,-10.19999981,17.5,0,0,4,10,2
7,1,1582300474,40.786331,-73.940339,5.8,65,0,-1,1,16,14
30,1,1581522757,40.836206,-73.940278,50.5,14.4,0,7.016346146,4,24,5
29,0,1581224873,40.7408945,-73.9893885,-27.89999962,15.4,2,0,3,2,2
35,1,1581684640,40.75241,-74.003017,8.7,65,0,-1,4,21,7
46,0,1582147596,40.7785042,-73.959715,-6.700000286,17.9,0,0,4,1,12
4,0,1581737101,40.7668391,-73.9840922,0,24.1,-1,0,5,4,8
28,0,1582013062,40.7121684,-73.9872921,-5.599999905,15.4,-1,0,0,6,11
2,1,1581220791,40.816399,-73.93846,8.2,65,0,-1,4,14,2
27,0,1581944848,40.8040756,-73.9681457,0,38.6,-1,0,7,8,10
31,0,1581268195,40.8240287,-73.9382177,-20.39999962,15,0,0.017401868,4,11,2
15,1,1581724887,40.836459,-73.943895,42,20,0,-1,4,26,8
15,1,1581951979,40.836395,-73.943908,40.8,65,0,-1,4,26,10
0,1,1581233504,40.715953,-73.99318,13.4,20,0,-1,4,18,2
36,1,1581125669,40.710739,-73.997055,3.9,1000,0,-1,4,21,1
1,1,1581333016,40.807787,-73.959379,43.5,65,0,-1,4,22,3
25,1,1581794680,40.785859,-73.978492,23.6,20,0,-1,4,16,8
17,1,1582032706,40.777491,-73.948949,16.4,23.1,0,-1,4,21,11
35,1,1581893903,40.752901,-74.003051,7.9,65,0,-1,4,21,9
12,1,1581222028,40.710114,-73.995546,6.7,65,0,-1,4,15,2
37,0,1581245752,40.7320399,-74.0036562,-27,10.5,0,9.577659,4,8,2
27,0,1581402645,40.804055,-73.9682337,0,17.2,-1,0,7,8,4
28,0,1581357091,40.7120789,-73.9871087,-5.599999905,36.8,-1,0,0,6,3
28,0,1581856662,40.7121861,-73.9873037,-5.599999905,15.4,-1,0,0,6,9
21,1,1581444052,40.74689,-73.980573,22.1,65,0,-1,2,20,4
33,1,1581401175,40.786923,-73.94355,7,20,0,-1,4,14,4
29,0,1582203214,40.7294562,-73.9768607,-15.69999886,16.5,2,0,3,2,13
34,0,1581952036,40.7959483,-73.9295381,-26.50631714,12.4,0,18.067644,4,3,10
21,1,1582161229,40.755591,-73.974406,14.3,48,0,-1,2,20,13
2,1,1582082828,40.807821,-73.94124,7.7,30,0,11.27999973,4,14,12
15,1,1581773965,40.836461,-73.94399,39,65,0,-1,4,26,8
37,0,1582196250,40.7550024,-73.9865403,-15.60000038,27,0,0.25281483,4,8,13
36,1,1581889249,40.709959,-73.997581,6.3,65,0,-1,4,21,9
49,1,1582168758,40.765595,-73.978227,25.8,65,0,-1,4,25,13
25,1,1581339872,40.787991,-73.978506,28.3,30,0,7.269999981,4,16,3
28,0,1581292796,40.712188,-73.987317,-5.700000286,28.9,-1,0,0,6,2
27,0,1581822247,40.803974,-73.9681621,0,24.4,-1,0,7,8,9
31,0,1581801864,40.810963,-73.94668,-27.19999886,4.9,0,14.079195,4,11,8
9,1,1582112617,40.766449,-73.98022,29.4,65,0,-1,4,20,12
26,1,1581909778,40.81038,-73.959259,29.9,65,0,-1,4,17,10
28,0,1581923064,40.7121934,-73.9873126,-5.5,15.2,-1,0,0,6,10
7,1,1581975862,40.717826,-73.999687,10.5,10,0,4.409999847,1,16,10
34,0,1581973463,40.816295,-73.9570254,0,15.7,0,0.33618057,4,3,10
34,0,1581664731,40.780975,-73.9453344,0,16.1,0,0,4,3,7
28,0,1581728136,40.7121616,-73.9872926,-5.599999905,17.1,-1,0,0,6,8
14,1,1581129542,40.739547,-73.982799,10.5,14.2,0,4.579077943,4,22,1
46,0,1581616233,40.7754873,-73.9602441,-11.5,17.8,0,0,4,1,6
34,0,1581680211,40.7614158,-73.9695729,-20.5,96,0,0,4,3,7
41,1,1582209892,40.76559246,-73.99190911,8.913002968,65,0,-1,4,19,13
29,0,1581742142,40.7296009,-73.9768981,-18.29999924,15.4,2,0,3,2,8
41,1,1581643757,40.766665,-73.98861997,16.11485811,16.1,0,0.926523328,4,19,7
21,1,1581612008,40.747365,-73.980591,22.6,65,0,-1,2,20,6
43,1,1581206725,40.74456446,-73.98016257,16.76965904,65,0,-1,4,16,2
17,1,1581571644,40.759423,-73.98454,20.6,65,0,-1,4,21,6
28,0,1581383713,40.7278765,-73.993439,-19.69999886,29.8,-1,0,0,6,4
38,0,1581626538,40.7629702,-73.9699631,0,300,-1,0,6,0,6
7,1,1581999398,40.788744,-73.940767,3.3,5,0,6.739999771,1,16,11
24,1,1582120871,40.829203,-73.946104,35.2,51.8,0,0,4,23,12
28,0,1581190586,40.7124613,-73.990096,0,500,-1,0,0,6,1
49,1,1581555134,40.758533,-73.985309,17.6,30,0,0.280000001,4,25,6
11,0,1582187288,40.8364862,-73.9446157,0,500,0,0,4,27,13
14,1,1581351967,40.730616,-73.996077,11.1,20,0,-1,4,22,3
42,0,1582317016,40.7323092,-74.0007251,-29.29999924,15.9,-1,0,0,7,14
29,0,1581773416,40.7600899,-73.9882273,-20.39999962,32,2,0,7,2,8
13,1,1582221530,40.767786,-73.964291,28,65,0,-1,4,23,13
11,0,1581652682,40.8366393,-73.9446157,0,500,0,0.036646865,4,27,7
37,0,1581387412,40.7613186,-73.9744434,-17.69999886,40.6,0,1.6933558,4,8,4
25,1,1581729649,40.786122,-73.98104,16.9,65,0,-1,4,16,8
34,0,1581809602,40.7809697,-73.9453207,0,16.1,0,0,4,3,8
6,1,1581605322,40.759981,-73.974889,23.4,65,0,-1,4,16,6
31,0,1582088630,40.8240329,-73.9382146,-20,15,0,0,4,11,12
29,0,1581741740,40.7296009,-73.9768981,-18.29999924,15.4,2,0,3,2,8
15,1,1581629896,40.836398,-73.943987,40,65,0,-1,4,26,6
33,1,1581910116,40.786867,-73.943561,7.2,65,0,-1,4,14,10
46,0,1581888545,40.7766289,-73.9608394,-8.599999428,26.2,0,0,4,1,9
17,1,1581424017,40.777495,-73.94893,15.9,20,0,-1,4,21,4
33,1,1581218582,40.776881,-73.952262,16.6,65,0,-1,4,14,2
21,1,1581470026,40.738889,-73.989011,14,65,0,-1,2,20,5
42,0,1582327278,40.7323607,-74.0007284,-28.89999962,15.7,-1,0,0,7,14
35,1,1581825129,40.752856,-74.003073,7.6,65,0,-1,4,21,9
23,1,1581589445,40.779508,-73.976419,27.9,65,0,-1,4,16,6
48,1,1581640051,40.769103,-73.951545,12,65,0,-1,4,23,7
31,0,1581976553,40.8241738,-73.9391208,-27.5,5.1,0,0.26378423,4,11,10
36,1,1582141411,40.715289,-73.997248,11.9,65,0,-1,4,21,12
26,1,1581634483,40.810387,-73.959291,29.3,65,0,-1,4,17,6
1,1,1582292222,40.793333,-73.967142,26.4,14.4,0,0,4,22,14
43,1,1581260494,40.7444708,-73.97981565,15.64385605,30,0,0,4,16,2
41,1,1581470826,40.77079534,-73.98743289,25.0412854,32.1,0,0.988519788,4,19,5
21,1,1581624618,40.747336,-73.979537,21.3,87.2,0,-1,2,20,6
3,1,1581975231,40.717633,-73.997863,11.3,65,0,-1,4,17,10
49,1,1581712083,40.765614,-73.978194,26,65,0,-1,4,25,7
43,1,1582054730,40.75555963,-73.97666239,36.20229721,65,0,-1,4,16,11
29,0,1581631937,40.7518455,-73.9916344,0,1300,-1,0,3,2,6
10,1,1581312369,40.733225,-74.000976,8.9,2000,0,-1,4,13,3
43,1,1582223476,40.75564809,-73.97662594,22.15893173,65,0,-1,4,16,13
37,0,1581602611,40.7146192,-74.0075534,-24.89999962,31.3,0,0.43259284,4,8,6
24,1,1581624476,40.847721,-73.92989,32.1,14.2,0,6.061947905,4,23,6
49,1,1582181963,40.765626,-73.978156,26.1,65,0,-1,4,25,13
2,1,1581504767,40.816392,-73.938455,8.4,65,0,-1,4,14,5
18,0,1582320276,40.7626669,-73.9492817,-11,15.8,0,0,4,10,14
42,0,1581602599,40.7290437,-74.0014009,-26.39999962,15.8,-1,0,0,7,6
36,1,1581130041,40.710962,-74.000667,3.9,610.8,0,-1,4,21,1
21,1,1581458522,40.747153,-73.979522,19.4,89.9,0,-1,2,20,4
47,1,1581775129,40.769697,-73.991716,77,177,0,-1,4,24,8
23,1,1581273574,40.764757,-73.979233,30.9,65,0,-1,4,16,2
14,1,1581827793,40.723934,-73.990954,12.2,14.9,0,0,4,22,9
46,0,1581780822,40.7878741,-73.945203,0,16.7,0,0,4,1,8
35,1,1582253109,40.752779,-74.003197,7.3,37,0,-1,4,21,14
31,0,1581601415,40.8208711,-73.9366894,0,35.6,0,0,4,11,6
39,1,1582234018,40.799711,-73.9562,43.8,2000,0,-1,4,20,13
45,0,1581237912,40.7972832,-73.9486803,55.89999771,15.4,0,0,4,9,2
16,1,1581124673,40.778046,-73.942874,4.3,10,0,20.61000061,4,15,1
23,1,1582064563,40.767553,-73.982116,26.7,10,0,6.21999979,4,16,11
33,1,1582195456,40.786872,-73.94346,7.5,20,0,-1,4,14,13
43,1,1581504642,40.74454051,-73.97988145,16.20419884,65,0,-1,4,16,5
21,1,1581266525,40.747384,-73.985888,21.1,65,0,-1,2,20,2
42,0,1581125788,40.7323601,-74.000773,-28.89999962,15.7,-1,0,0,7,1
24,1,1581625689,40.844794,-73.933508,53.4,20.5,0,9.536058426,4,23,6
12,1,1582020188,40.709837,-73.99553,5.5,53.7,0,-1,4,15,11
47,1,1581463564,40.769705,-73.991718,2.9,183,0,-1,4,24,4
32,1,1581598188,40.707076,-74.015626,2.9,65,0,-1,4,23,6
47,1,1581717803,40.763542,-73.976221,20,80.7,0,2.991352797,4,24,7
34,0,1581746628,40.780974,-73.9453323,0,15.8,0,0,4,3,8
3,1,1581481320,40.721145,-73.97569,7.4,27.9,0,-1,4,17,5
33,1,1582130693,40.758529,-73.970946,18.7,65,0,-1,4,14,12
3,1,1582094084,40.721103,-73.975372,6.5,35.8,0,-1,4,17,12
4,0,1582067357,40.7667324,-73.9840756,0,15.8,-1,0,5,4,11
2,1,1581195149,40.790794,-73.947346,8.6,65,0,-1,4,14,1
3,1,1581864489,40.721062,-73.97545,5.3,31.5,0,-1,4,17,9
18,0,1581526807,40.7626655,-73.949279,-10.29999924,15.8,0,0,4,10,5
9,1,1581229192,40.766617,-73.980558,29,65,0,-1,4,20,2
3,1,1581912078,40.715615,-73.994839,11.8,10,0,3.950000048,4,17,10
34,0,1581952721,40.8147731,-73.9562561,-26.29999924,27.1,0,7.76371,4,3,10
29,0,1581936167,40.729613,-73.9768882,-18.29999924,16.8,2,0,3,2,10
21,1,1581535994,40.74746,-73.980922,23.5,114,0,-1,2,20,5
41,1,1581126879,40.76568641,-73.99194887,8.701450348,65,0,-1,4,19,1
30,1,1581704359,40.836582,-73.944545,36.4,65,0,-1,4,24,7
44,1,1581854497,40.728601,-73.98174,8.1,65,0,-1,4,24,9
33,1,1581533248,40.757877,-73.96932,18.7,65,0,-1,4,14,5
42,0,1582076128,40.7324046,-74.0007781,-29,15.9,-1,0,0,7,12
30,1,1581906270,40.757482,-73.979859,21.1,56.2,0,0,4,24,10
37,0,1581167699,40.7549592,-73.9799493,-14.69999981,90.3,0,2.3379953,4,8,1
32,1,1582227308,40.706663,-74.016745,4.3,65,0,-1,4,23,13
41,1,1581880896,40.76130676,-73.98918152,18.72953224,2000,0,-1,4,19,9
49,1,1581389714,40.765539,-73.978191,25.9,65,0,-1,4,25,4
16,1,1581519612,40.794639,-73.930663,4.5,10,0,5.480000019,4,15,5
23,1,1581960575,40.780266,-73.973011,25.7,10,0,9.25,4,16,10
22,1,1581602723,40.822558,-73.948549,22.4,20,0,-1,4,25,6
47,1,1581551982,40.767484,-73.983863,27.1,28.3,0,3.531234741,4,24,5
28,0,1582124274,40.7121701,-73.987288,-5.700000286,15.7,-1,0,0,6,12
45,0,1581191543,40.7972824,-73.9486804,55.89999771,16.2,0,0,4,9,1
4,0,1582059756,40.7667446,-73.9840797,78.19999695,15.6,4.7000046,0,5,4,11
21,1,1582160611,40.779766,-73.957527,30.8,20,0,-1,2,20,13
27,0,1582165817,40.8040844,-73.9682068,0,16.3,-1,0,7,8,13
39,1,1581884331,40.809002,-73.962969,38.2,165,0,-1,4,20,9
30,1,1582291983,40.836574,-73.944518,31.4,20,0,-1,4,24,14
3,1,1581121223,40.721176,-73.975736,5.9,25,0,-1,4,17,1
34,0,1581710205,40.7660273,-73.9808603,-8.5,17.1,0,0,4,3,7
46,0,1581535945,40.775651,-73.9599612,-6,17.2,0,0,4,1,5
34,0,1581731235,40.7660783,-73.9808169,-8.5,15.8,0,0,4,3,8
34,0,1581359844,40.7660749,-73.9807899,-8.699999809,16.1,0,0,4,3,3
23,1,1581339341,40.752658,-73.997168,10.8,25,0,0.270000011,4,16,3
22,1,1581617077,40.842499,-73.943998,29.5,20,0,-1,4,25,6
3,1,1582206751,40.717486,-73.995993,16.4,10,0,3.680000067,4,17,13
11,0,1581740434,40.8364862,-73.9446157,0,200,0,0,4,27,8
29,0,1581669431,40.729595,-73.9768926,0,14.8,-1,0,3,2,7
31,0,1582211466,40.8409755,-73.9409063,39.89999771,15.8,0,0,4,11,13
33,1,1581673697,40.786923,-73.943613,7.2,65,0,-1,4,14,7
9,1,1581614900,40.765587,-73.98004,26,65,0,-1,4,20,6
7,1,1582218215,40.786363,-73.94041,5.6,65,0,-1,1,16,13
37,0,1582036755,40.7553144,-73.973565,-16.69999886,14.3,0,0.21267265,4,8,11
4,0,1581543389,40.76684,-73.9840727,0,23.4,-1,0,5,4,5
46,0,1581600511,40.7880604,-73.9442683,0.100000024,16.5,0,0,4,1,6
31,0,1582168146,40.8240322,-73.9382141,-20.19999886,15.1,0,0,4,11,13
23,1,1581281538,40.76513,-73.979197,28.9,65,0,-1,4,16,2
38,0,1582153663,40.7632492,-73.9703617,-10.79999924,16.9,-1,0,6,0,12
7,1,1581442802,40.707625,-74.003081,5.1,10,0,2.410000086,1,16,4
37,0,1582032226,40.7552237,-73.9733175,-16.69999886,79,0,0.06134415,4,8,11
33,1,1581738445,40.786822,-73.943466,7.1,65,0,-1,4,14,8
20,1,1581174992,40.750059,-73.987787,17.3,65,0,-1,4,12,1
42,0,1581189416,40.7323848,-74.0007749,-29.10000038,17.4,-1,0,0,7,1
23,1,1581275799,40.765111,-73.979184,29.2,65,0,-1,4,16,2
17,1,1582048321,40.777474,-73.948726,15.9,65,0,-1,4,21,11
49,1,1582242046,40.765564,-73.978198,26.1,65,0,-1,4,25,13
1,1,1581996513,40.80345,-73.96723,33.4,14.5,0,0,4,22,11
9,1,1581216122,40.764415,-73.977499,23,65,0,-1,4,20,2
33,1,1581365913,40.759878,-73.970968,19.9,65,0,-1,4,14,3
19,1,1581775999,40.713741,-73.994032,11,1203.5,0,-1,4,22,8
5,1,1582232680,40.75387,-73.966124,13.1,30,0,2.700000048,4,14,13
9,1,1582235758,40.763883,-73.975977,21.9,65,0,-1,4,20,13
4,0,1581520601,40.7668313,-73.984069,0,17.8,-1,0,5,4,5
12,1,1582075325,40.710047,-73.995587,4.9,65,0,-1,4,15,12
31,0,1581814852,40.8240272,-73.938198,-20,15.2,0,0,4,11,9
41,1,1582219908,40.76564589,-73.99189224,8.669003487,65,0,-1,4,19,13
46,0,1581483452,40.7878265,-73.9453791,0,35.1,0,0,4,1,5
8,0,1581724998,40.7705356,-73.954579,0,15.4,-1,0,0,5,8
41,1,1581935695,40.76495408,-73.99237821,12.67396355,80,0,-1,4,19,10
17,1,1581242468,40.752868,-73.963767,3.2,14.1,0,18.51108843,4,21,2
21,1,1582312511,40.747314,-73.980007,22.9,70.3,0,-1,2,20,14
24,1,1581598695,40.829167,-73.946193,40.8,65,0,-1,4,23,6
18,0,1581654134,40.7633427,-73.9486132,-29.5,17.6,0,0,4,10,7
41,1,1582152455,40.76376142,-73.98991092,16.71380288,25,0,0.762414813,4,19,12
34,0,1581726666,40.766069,-73.9806715,-3.700000286,16.9,0,0.008309102,4,3,8
32,1,1581426643,40.736174,-73.974903,2,24,0,0,4,23,4
37,0,1581605761,40.7498021,-73.9796648,-10.69999981,43.1,0,0.30266804,4,8,6
18,0,1582079138,40.7626736,-73.9492865,-10.29999924,16,0,0,4,10,12
16,1,1581775973,40.807577,-73.934807,4.2,10,0,9.350000381,4,15,8
15,1,1582129823,40.838069,-73.941823,52.3,10,0,5.159999847,4,26,12
31,0,1581574144,40.8238679,-73.9382524,-26.89999962,15.6,0,0,4,11,6
16,1,1582297262,40.805234,-73.93207,8.7,10,0,8.909999847,4,15,14
23,1,1581982391,40.767927,-73.980901,28.2,65,0,-1,4,16,10
27,0,1581905737,40.8040905,-73.968187,0,17,-1,0,7,8,10
26,1,1581498512,40.810489,-73.959231,29.3,20,0,-1,4,17,5
0,1,1581857773,40.715918,-73.993197,13.6,65,0,-1,4,18,9
45,0,1582266687,40.7972934,-73.9486801,56.5,15.7,0,0,4,9,14
46,0,1581496925,40.7878855,-73.9451967,0,26.6,0,0,4,1,5
13,1,1582052735,40.758842,-74.003164,2.8,61.1,0,8.229860409,4,23,11
48,1,1581667666,40.769136,-73.951571,11.9,65,0,-1,4,23,7
34,0,1581980621,40.7905181,-73.9365308,-17.95541382,19.5,0,13.845538,4,3,10
4,0,1582133508,40.7667279,-73.9839598,78,17.2,4.5999985,0,5,4,12
24,1,1581130533,40.839402,-73.941067,28.4,65,0,-1,4,23,1
37,0,1581173477,40.7407896,-73.9896398,-21.69999886,11.6,0,0.019879168,4,8,1
13,1,1581719467,40.747821,-73.986936,17.9,65,0,-1,4,23,7
22,1,1581582201,40.822704,-73.948603,21.1,23.8,0,-1,4,25,6
37,0,1582109918,40.7535514,-73.9859208,-15,41.7,0,0.009360999,4,8,12
4,0,1581841380,40.7668127,-73.9840684,0,17.5,-1,0,5,4,9
35,1,1582040741,40.73873,-73.993478,13.9,65,0,-1,4,21,11
36,1,1581730836,40.70998,-73.997577,6.4,65,0,-1,4,21,8
12,1,1581296783,40.710093,-73.99537,5.5,65,0,-1,4,15,3
20,1,1582258458,40.750342,-73.987379,18.6,65,0,-1,4,12,14
27,0,1581731434,40.804158,-73.9682605,0,29.6,-1,0,7,8,8
7,1,1581975997,40.716416,-74.003098,11.4,10,0,2.099999905,1,16,10
23,1,1581827513,40.779451,-73.976497,27.8,25,0,0,4,16,9
46,0,1581740044,40.7878715,-73.9452264,-4.900000095,16.2,0,0,4,1,8
1,1,1581891538,40.807836,-73.959358,42.9,65,0,-1,4,22,9
21,1,1581474623,40.742102,-73.989037,15.9,64,0,0.823549926,2,20,5
18,0,1581677374,40.7627322,-73.9493079,-11.29999924,15.3,0,0,4,10,7
43,1,1582198898,40.744584,-73.98008533,15.49737687,25,0,-1,4,16,13
19,1,1581551558,40.714686,-73.99789,11,65,0,-1,4,22,5
28,0,1582244889,40.7122966,-73.9873677,-5.700000286,17,-1,0,0,6,14
29,0,1581373199,40.7602668,-73.9878734,-20.39999962,22.6,2,0,3,2,3
29,0,1581422984,40.7295169,-73.9768196,0,17.4,-1,0,3,2,4
25,1,1582094221,40.786108,-73.98115,17.2,65,0,-1,4,16,12
18,0,1581271933,40.7626567,-73.949285,-10.19999981,17.5,0,0,4,10,2
38,0,1582164934,40.7634405,-73.9704804,-5.400000095,23,-1,0,6,0,13
27,0,1581989340,40.8041543,-73.9682661,-4.300000191,35.1,33.9,0.015916293,7,8,11
4,0,1581837812,40.7668405,-73.9840935,0,24.1,-1,0,5,4,9
4,0,1581625260,40.7667448,-73.9840516,78.19999695,15.4,2,0,5,4,6
34,0,1582050426,40.7661085,-73.9807973,-8.599999428,15.7,0,0.006184911,4,3,11
22,1,1581176194,40.822576,-73.948575,37.8,65,0,-1,4,25,1
0,1,1581185484,40.716744,-73.997629,12.8,65,0,-1,4,18,1
46,0,1581978306,40.7763715,-73.9602639,0,16.7,0,0,4,1,10
18,0,1581582543,40.762718,-73.9492875,-10.29999924,15.8,0,0,4,10,6
44,1,1581935078,40.728745,-73.981788,5.5,34.5,0,0,4,24,10
35,1,1581870685,40.752323,-74.003282,3.9,14.8,0,6.151796651,4,21,9
23,1,1581264208,40.765189,-73.979213,29,65,0,-1,4,16,2
21,1,1581822304,40.747342,-73.985953,21.2,65,0,-1,2,20,9
46,0,1582083688,40.7878397,-73.9455116,0,45.8,0,0,4,1,12
5,1,1581455393,40.767355,-73.9645,24.9,65,0,-1,4,14,4
49,1,1581544288,40.765575,-73.978172,25.8,65,0,-1,4,25,5
44,1,1581426352,40.720585,-73.985837,9.1,65,0,-1,4,24,4
0,1,1581275155,40.715933,-74.006984,9.9,20.9,0,-1,4,18,2
45,0,1581731625,40.7972953,-73.9486837,56.5,15.4,0,0,4,9,8
17,1,1581300503,40.777379,-73.949054,16,65,0,-1,4,21,3
43,1,1582182058,40.74454703,-73.97992039,17.44347954,65,0,-1,4,16,13
26,1,1581624913,40.810246,-73.963664,39.3,65,0,-1,4,17,6
33,1,1582281994,40.786813,-73.943468,7.4,65,0,-1,4,14,14
45,0,1581561595,40.7972987,-73.9486883,56.39999771,15.3,0,0,4,9,6
3,1,1582236988,40.718148,-73.997784,11.7,22.7,0,-1,4,17,13
31,0,1581507035,40.8238791,-73.9382549,-26.89999962,15.7,0,0,4,11,5
25,1,1581484791,40.786113,-73.981093,16.6,65,0,-1,4,16,5
47,1,1581551962,40.766692,-73.982939,332.3,84,0,-1,4,24,5
31,0,1581951189,40.8240311,-73.9382002,-20,14.9,0,0,4,11,10
18,0,1581826279,40.7626305,-73.9492976,-11.29999924,16,0,0,4,10,9
48,1,1582222974,40.769151,-73.951582,12,65,0,-1,4,23,13
46,0,1582097106,40.7878513,-73.9451559,0,16,0,0,4,1,12
14,1,1581823732,40.742892,-73.980236,16.3,65,0,-1,4,22,9
26,1,1581442313,40.810386,-73.959273,29,65,0,-1,4,17,4
44,1,1581935180,40.728694,-73.981767,5.8,34,0,0,4,24,10
6,1,1581622163,40.752453,-73.972285,17,65,0,-1,4,16,6
28,0,1581597713,40.7121865,-73.9873049,-5.599999905,15.4,-1,0,0,6,6
35,1,1581412128,40.752742,-74.003183,8.1,65,0,-1,4,21,4
4,0,1581498395,40.7669835,-73.9840062,0,16.2,-1,0,5,4,5
18,0,1582292997,40.753933,-73.9820308,2.596191406,6,0,0.45966733,4,10,14
1,1,1581208411,40.78625,-73.976062,25.9,14.3,0,6.802381749,4,22,2
37,0,1581939054,40.7463834,-73.9755391,-23.19999886,19.6,0,0.39383295,4,8,10
4,0,1582071427,40.7667602,-73.9840141,77.79999542,16.7,5.199997,0,5,4,12
34,0,1581386097,40.7809624,-73.9452954,0,22.8,0,0,4,3,4
22,1,1582286359,40.822597,-73.948433,30.7,65,0,-1,4,25,14
25,1,1581612734,40.786979,-73.973338,29.8,5,0,7.369999886,4,16,6
28,0,1581950669,40.7121881,-73.987307,-5.5,15.8,-1,0,0,6,10
14,1,1581550771,40.742947,-73.980397,15.9,32.6,0,0,4,22,5
2,1,1582233302,40.806038,-73.946733,5.3,10,0,11.89000034,4,14,13
15,1,1581337572,40.839876,-73.943191,43.8,10,0,10.63000011,4,26,3
29,0,1582108270,40.7294702,-73.9768362,0,16.3,-1,0,3,2,12
31,0,1582324735,40.8237979,-73.9382938,-27,3.6,0,0.23978186,4,11,14
3,1,1581593330,40.721181,-73.975622,6.3,29.7,0,-1,4,17,6
34,0,1582225698,40.7644721,-73.9751425,-10.59999943,117,0,3.6529634,4,3,13
45,0,1581294701,40.7972999,-73.948672,55.89999771,15.4,0,0,4,9,3
3,1,1581378752,40.717704,-73.997807,12.2,30,0,0,4,17,3
24,1,1582178891,40.829175,-73.946154,35.9,65,0,-1,4,23,13
15,1,1581303234,40.836415,-73.943955,41.7,20,0,-1,4,26,3
34,0,1581886750,40.7809797,-73.9453397,0,16,0,0.00181196,4,3,9
31,0,1581885902,40.8130121,-73.949178,-19.9546814,3.6,0,11.273431,4,11,9
35,1,1581959702,40.750734,-74.005775,11.6,65,0,-1,4,21,10
24,1,1581254951,40.829196,-73.946175,35.7,65,0,-1,4,23,2
7,1,1581444259,40.707825,-74.004393,5.8,10,0,3.849999905,1,16,4
48,1,1581255377,40.769141,-73.951622,12,65,0,-1,4,23,2
24,1,1581130532,40.839401,-73.941069,30.8,65,0,-1,4,23,1
0,1,1581662519,40.715814,-73.993266,14.2,65,0,-1,4,18,7
37,0,1581179637,40.758544,-73.9705491,65.32049561,29.9,0,0.029088225,4,8,1
39,1,1581986561,40.806473,-73.96375,42,65,0,-1,4,20,11
3,1,1581805318,40.721095,-73.975394,5.9,65,0,-1,4,17,8
41,1,1581763959,40.76566785,-73.99196082,8.735057831,65,0,-1,4,19,8
26,1,1581634659,40.810646,-73.958757,28.9,186,0,-1,4,17,6
35,1,1581485004,40.752721,-74.003243,13,65,0,-1,4,21,5
31,0,1582291501,40.8267629,-73.9351896,-21.39999962,3.8,0,8.496573,4,11,14
7,1,1582086000,40.760782,-73.95637,0.6,5,0,18.87000084,1,16,12
23,1,1581550244,40.762793,-73.97811,23.3,65,0,-1,4,16,5
31,0,1581724076,40.8240304,-73.9381977,-20,15.4,0,0,4,11,7
48,1,1581443808,40.771938,-73.957715,17.6,65,0,-1,4,23,4
7,1,1582153304,40.719976,-74.002701,8.8,10,0,10.78999996,1,16,12
26,1,1582177281,40.810391,-73.959261,29.1,65,0,-1,4,17,13
15,1,1581308053,40.836463,-73.943951,41.7,20,0,-1,4,26,3
9,1,1581858026,40.769012,-73.97606,19.8,16,0,0.359166294,4,20,9
6,1,1581690882,40.7985,-73.941742,16.3,210.8,0,-1,4,16,7
38,0,1581182114,40.7634329,-73.9703737,-10.59999943,15.8,-1,0,6,0,1
31,0,1581515706,40.8414345,-73.9408614,19.39999962,8.8,0,1.1195221,4,11,5
40,1,1581426086,40.709958,-73.989445,6.1,10,0,4.849999905,4,13,4
14,1,1581809050,40.742874,-73.980212,16.9,65,0,-1,4,22,8
